address,suburb,state,postcode,full_address,price,sold_date,type,bedrooms,bathrooms,car_space,Land_size,Building_size,built_date,rent,rent_date,agent,lat,lng
8/124 Mounts Bay Road,Perth,WA,6000,8/124 Mounts Bay Road Perth WA 6000,"$500,000",1/06/2021,Apartment,3,2,1,196,120,1/01/2006,$690pw,1/10/2018,Matt McWaters,-31.95579,115.8476015
8/133 Lincoln Street,Perth,WA,6000,8/133 Lincoln Street Perth WA 6000,"$260,000",1/08/2020,Apartment,2,1,1,55,55,1/01/1970,$285pw,1/04/2020,not recorded,-31.9412322,115.8675873
8/262 Lord Street,Perth,WA,6000,8/262 Lord Street Perth WA 6000,"$440,000",1/08/2020,Apartment,2,2,1,167,77,1/01/2014,$485pw,1/06/2016,not recorded,-31.9454232,115.8729706
8/418-428 Murray Street,Perth,WA,6000,8/418-428 Murray Street Perth WA 6000,"$315,000",1/06/2020,Unit,2,1,1,144,130,1/01/2006,$595pw,1/01/2013,not recorded,-31.9507302,115.8533964
806/380 Murray Street,Perth,WA,6000,806/380 Murray Street Perth WA 6000,"$414,000",1/02/2020,Apartment,1,1,0,71,44,1/01/2020,0,1/01/1900,not recorded,-31.9511862,115.8542076
807/12 Victoria Avenue,Perth,WA,6000,807/12 Victoria Avenue Perth WA 6000,"$180,000",1/12/2019,Apartment,1,1,0,28,27,1/01/1900,0,1/01/1900,not recorded,-31.9569067,115.86597
81/22 St Georges Terrace,Perth,WA,6000,81/22 St Georges Terrace Perth WA 6000,"$585,000",1/09/2020,House,2,2,1,120,90,1/01/2009,$650pw,1/10/2020,not recorded,-31.9564827,115.8638659
81/580 Hay Street,Perth,WA,6000,81/580 Hay Street Perth WA 6000,"$605,000",1/03/2020,Apartment,2,2,2,149,95,1/01/2011,$700pw,1/01/2020,not recorded,-31.9546333,115.8609102
83/250 Beaufort Street,Perth,WA,6000,83/250 Beaufort Street Perth WA 6000,"$385,000",1/07/2020,Apartment,2,2,2,119,83,1/01/2005,$425pw,1/07/2018,not recorded,-31.9452003,115.8655478
85/33 Newcastle Street,Perth,WA,6000,85/33 Newcastle Street Perth WA 6000,"$305,000",1/10/2020,Apartment,1,1,1,67,51,1/01/2016,$365pw,1/06/2017,not recorded,-31.9493657,115.8675015
86/262 Lord Street,Perth,WA,6000,86/262 Lord Street Perth WA 6000,"$530,000",1/11/2020,Apartment,3,2,2,142,92,1/01/2014,$520pw,1/11/2016,not recorded,-31.9454232,115.8729706
89/250 Beaufort Street,Perth,WA,6000,89/250 Beaufort Street Perth WA 6000,"$342,000",1/10/2020,Apartment,2,1,1,129,71,1/01/2006,$460pw,1/01/2021,not recorded,-31.9452003,115.8655478
9 8 Victoria Avenue,Perth,WA,6000,9 8 Victoria Avenue Perth WA 6000,"$330,000",1/04/2021,Apartment,1,1,1,78,54,1/01/2009,0,1/01/1900,David Whiteman,-31.957191,115.8659007
9 Dangan Street,Perth,WA,6000,9 Dangan Street Perth WA 6000,"$820,000",1/11/2020,House,3,2,2,357,102,1/01/1920,0,1/01/1900,not recorded,-31.9405723,115.8599629
9 Throssell Street,Perth,WA,6000,9 Throssell Street Perth WA 6000,"$1,450,000",1/04/2021,House,3,1,2,491,113,1/01/1925,$690pw,1/04/2021,not recorded,-31.9373583,115.8593159
9/569 Wellington Street,Perth,WA,6000,9/569 Wellington Street Perth WA 6000,"$560,000",1/02/2020,Apartment,2,2,1,132,105,1/01/2001,0,1/01/1900,not recorded,-31.9510977,115.8561876
9/67 BREWER Street,Perth,WA,6000,9/67 BREWER Street Perth WA 6000,"$275,000",1/08/2020,Apartment,1,1,1,68,63,1/01/2016,0,1/01/1900,not recorded,-31.94627,115.8677
9/82 King Street,Perth,WA,6000,9/82 King Street Perth WA 6000,"$480,000",1/03/2020,Apartment,1,2,0,100,100,1/01/2003,$550pw,1/04/2017,not recorded,-31.9509715,115.8557577
905/380 Murray Street,Perth,WA,6000,905/380 Murray Street Perth WA 6000,"$417,000",1/02/2020,Apartment,1,1,0,71,44,1/01/2020,0,1/01/1900,not recorded,-31.9511862,115.8542076
909/305 Murray Street,Perth,WA,6000,909/305 Murray Street Perth WA 6000,"$262,500",1/10/2020,Apartment,1,1,1,81,63,1/01/2003,$360pw,1/01/2020,not recorded,-31.9524313,115.8565664
92/369 Hay Street,Perth,WA,6000,92/369 Hay Street Perth WA 6000,"$477,500",1/05/2021,Apartment,2,2,1,115,77,1/01/2009,$695pw,1/08/2014,Sean Roberts,-31.9574465,115.867509
93/101 Murray Street,Perth,WA,6000,93/101 Murray Street Perth WA 6000,"$333,000",1/08/2020,Apartment,1,1,1,70,61,1/01/2011,$500pw,1/11/2017,not recorded,-31.9542262,115.8620192
94/132 Terrace Road,Perth,WA,6000,94/132 Terrace Road Perth WA 6000,"$650,000",1/06/2020,Apartment,2,2,2,150,91,1/01/2007,0,1/01/1900,not recorded,-31.959182,115.8655845
98/101 Murray Street,Perth,WA,6000,98/101 Murray Street Perth WA 6000,"$455,000",1/11/2020,Apartment,2,2,1,85,71,1/01/2011,$550pw,1/11/2015,not recorded,-31.9542262,115.8620192
98/215 Stirling Street,Perth,WA,6000,98/215 Stirling Street Perth WA 6000,"$280,000",1/11/2020,Apartment,1,1,1,84,78,1/01/2013,$350pw,1/10/2019,not recorded,-31.9455554,115.8664865
98/996 Hay Street,Perth,WA,6000,98/996 Hay Street Perth WA 6000,"$375,000",1/11/2020,Apartment,2,1,1,108,73,1/01/2006,$400pw,1/10/2018,not recorded,-31.9510341,115.8502355
C/224 Lord Street,Perth,WA,6000,C/224 Lord Street Perth WA 6000,"$550,000",1/01/2021,Apartment,3,2,2,,,1/01/1970,$600pw,1/01/2021,Damien Lloyd,-31.9468078,115.8716082
Lot 9 45 Forbes Road,Perth,WA,6000,Lot 9 45 Forbes Road Perth WA 6000,"$625,188",1/11/2019,Townhouse,3,2,2,,,1/01/1995,0,1/01/1900,not recorded,-31.9439507,115.8596602
M13/811 Hay Street,Perth,WA,6000,M13/811 Hay Street Perth WA 6000,"$260,000",1/09/2020,Apartment,1,1,0,60,54,1/01/2001,$400pw,1/12/2014,not recorded,-31.9531058,115.8553788
U70/33 Newcastle Street,Perth,WA,6000,U70/33 Newcastle Street Perth WA 6000,"$292,000",1/01/2021,Apartment,1,1,1,67,51,1/01/2016,0,1/01/1900,Terry Lu,-31.9493657,115.8675015
V607/9 Victoria Avenue,Perth,WA,6000,V607/9 Victoria Avenue Perth WA 6000,"$299,500",1/02/2021,Apartment,1,1,1,2072,,1/01/2002,$420pw,1/01/2012,Josh Roberts,-31.9570853,115.8654409
V704/9 Victoria Avenue,Perth,WA,6000,V704/9 Victoria Avenue Perth WA 6000,"$310,000",1/01/2021,Apartment,1,1,1,2073,60,1/01/2002,$395pw,1/02/2021,Josh Roberts,-31.9570853,115.8654409
V808/9 Victoria Avenue,Perth,WA,6000,V808/9 Victoria Avenue Perth WA 6000,"$275,000",1/01/2020,Apartment,1,1,1,,52,1/01/2002,$340pw,1/01/2021,not recorded,-31.9570853,115.8654409
