address,suburb,state,postcode,full_address,price,sold_date,type,bedrooms,bathrooms,car_space,Land_size,Building_size,built_date,rent,rent_date,agent,lat,lng
51/4 Crawley Avenue,Crawley,WA,6009,51/4 Crawley Avenue Crawley WA 6009,"$1,050,000",1/11/2013,Apartment,3,2,2,202,206,1/01/1970,0,1/01/1900,not recorded,-31.9734066,115.8240093
9/131 Fairway,Crawley,WA,6009,9/131 Fairway Crawley WA 6009,"$627,000",1/11/2013,Townhouse,2,1,2,208,117,1/01/2000,0,1/01/1900,not recorded,-31.9854781,115.8154361
1/14 Park Road,Crawley,WA,6009,1/14 Park Road Crawley WA 6009,"$625,000",1/10/2013,Townhouse,3,1,1,97,100,1/01/1977,$490pw,1/02/2018,Kempton Azzopardi - Nedlands,-31.97485,115.81448
29L Parkway,Crawley,WA,6009,29L Parkway Crawley WA 6009,"$803,000",1/10/2013,House,3,1,2,301,163,1/01/1969,$500pw,1/09/2019,not recorded,-31.9850089,115.8178526
27 Parkway,Crawley,WA,6009,27 Parkway Crawley WA 6009,"$803,000",1/10/2013,House,3,1,1,305,104,1/01/1980,$450pw,1/12/2020,Kempton Azzopardi - Nedlands,-31.9849639,115.817829
53/3 Park Avenue,Crawley,WA,6009,53/3 Park Avenue Crawley WA 6009,"$1,340,000",1/10/2013,Apartment,3,2,2,175,175,1/01/1983,$850pw,1/11/2017,Property Selection Realty - North Perth,-31.9716501,115.8253265
2/20 Park Road,Crawley,WA,6009,2/20 Park Road Crawley WA 6009,"$852,500",1/10/2013,Townhouse,3,2,2,233,116,1/01/2004,$600pw,1/03/2021,Realmark Central - East Perth,-31.9747065,115.8140265
6/8 Mounts Bay Road,Crawley,WA,6009,6/8 Mounts Bay Road Crawley WA 6009,"$2,725,000",1/10/2013,Apartment,3,3,2,290,181,1/01/2006,0,1/01/1900,not recorded,-31.9728146,115.8260659
1/1 Kings Park Avenue,Crawley,WA,6009,1/1 Kings Park Avenue Crawley WA 6009,"$1,050,000",1/09/2013,Apartment,3,2,2,202,178,1/01/1967,$700pw,1/05/2017,Anderson Davies Real Estate - Dalkeith,-31.9725436,115.8257886
101/4 Crawley Avenue,Crawley,WA,6009,101/4 Crawley Avenue Crawley WA 6009,"$1,400,000",1/09/2013,Apartment,3,2,2,202,206,1/01/1970,0,1/01/1900,not recorded,-31.9734066,115.8240093
2/136A Broadway,Crawley,WA,6009,2/136A Broadway Crawley WA 6009,"$399,000",1/09/2013,Apartment,1,1,1,55,45,1/01/1964,$270pw,1/07/2020,Shellabears Real Estate,-31.9867582,115.8148815
17/159 Fairway,Crawley,WA,6009,17/159 Fairway Crawley WA 6009,"$300,000",1/09/2013,Unit,1,1,1,34,41,1/01/1964,$315pw,1/07/2021,not recorded,-31.9874827,115.8156441
10/68 Broadway,Crawley,WA,6009,10/68 Broadway Crawley WA 6009,"$381,000",1/08/2013,Unit,1,1,1,71,50,1/01/1963,$270pw,1/09/2020,MAS Real Estate - Nedlands,-31.9819388,115.8148584
3/14 The Avenue,Crawley,WA,6009,3/14 The Avenue Crawley WA 6009,"$2,300,000",1/08/2013,Apartment,3,2,4,381,248,1/01/1988,$1500pw,1/02/2018,Space Real Estate - Cottesloe,-31.9880186,115.8172539
25/4 Crawley Avenue,Crawley,WA,6009,25/4 Crawley Avenue Crawley WA 6009,"$2,300,000",1/08/2013,Apartment,3,4,0,360,360,1/01/1970,0,1/01/1900,not recorded,-31.9734066,115.8240093
